Real,Predicho,Probabilidad_Clase_1
0.0,0.0,0.00012170937068950396
0.0,0.0,1.0997377174360222e-07
0.0,1.0,0.5201728212267823
0.0,0.0,0.12809957777773684
0.0,0.0,9.894386622808357e-05
0.0,0.0,2.1754164161344431e-07
0.0,0.0,1.4687211081184445e-14
0.0,0.0,2.3136655184325184e-11
0.0,0.0,1.8740160635886537e-05
0.0,0.0,0.002643530926257038
0.0,0.0,0.00017999132233591147
0.0,0.0,0.13645185650009256
1.0,0.0,0.0005461152196854508
0.0,0.0,6.78448161581247e-05
0.0,0.0,1.3685216766992623e-06
0.0,0.0,1.8866376433479675e-05
0.0,0.0,0.0001510501547400415
1.0,0.0,3.052728084667184e-06
0.0,0.0,3.041106028808421e-13
0.0,0.0,2.7582891358992955e-05
0.0,0.0,0.0007535708507222839
0.0,0.0,8.88084623158042e-08
0.0,0.0,0.0003873844579490175
0.0,0.0,3.193766648667518e-08
0.0,0.0,2.489222536357993e-06
0.0,0.0,1.2216445085503092e-05
0.0,0.0,4.585066169843015e-06
0.0,0.0,2.9231950633879107e-07
0.0,0.0,0.02064535382102585
0.0,0.0,0.0003832327607410719
0.0,0.0,2.3648785193303534e-10
0.0,1.0,0.9995921048108838
0.0,1.0,0.9745411122894554
0.0,1.0,0.5739914484198095
1.0,1.0,0.9999785145913038
0.0,0.0,8.57280567527797e-08
0.0,0.0,0.3671608594131939
0.0,0.0,5.303547560989963e-05
0.0,0.0,0.49844356407233065
0.0,0.0,0.03562997361159062
0.0,0.0,5.6090587443689765e-06
0.0,0.0,0.2355775618115054
0.0,0.0,0.01216688819996905
0.0,0.0,2.2185299875357766e-05
0.0,0.0,6.221236399455e-10
0.0,0.0,2.3270063526805525e-06
0.0,0.0,5.039564585370566e-05
0.0,0.0,2.2119406800595884e-05
0.0,0.0,0.032042063888059046
1.0,0.0,0.0019518896458131378
0.0,0.0,4.284332540386348e-08
0.0,0.0,2.7123271081862386e-05
1.0,0.0,1.518324510941057e-08
0.0,0.0,0.0008360207240637672
0.0,0.0,0.005919873418630713
1.0,0.0,1.9694259643279954e-05
1.0,1.0,0.9581795635621396
0.0,0.0,0.022024667421726388
1.0,0.0,0.002477980050400655
0.0,0.0,3.400789502584408e-08
0.0,0.0,1.0316800599695143e-06
0.0,0.0,4.677623454703584e-05
0.0,0.0,0.00032760598280810917
0.0,0.0,1.2102093151316945e-14
0.0,0.0,6.142881318540282e-08
1.0,1.0,0.999951440417879
0.0,0.0,0.04428466359297656
1.0,1.0,0.99999699069082
0.0,0.0,2.6318313392742144e-14
0.0,0.0,0.16156413066613667
0.0,0.0,4.37124834503819e-07
0.0,0.0,9.408438703997186e-06
0.0,0.0,6.559717416589794e-06
0.0,0.0,2.4754158011518075e-08
0.0,0.0,0.00036322067349190004
0.0,0.0,1.176561619009961e-10
0.0,0.0,1.828640625222046e-06
0.0,0.0,5.439708682937366e-08
0.0,0.0,0.0009357845781954149
0.0,0.0,7.414906789027464e-05
0.0,0.0,0.004608212529980933
0.0,0.0,0.0010468826031244094
0.0,0.0,0.003788206414541106
0.0,0.0,1.0828341572103758e-12
0.0,0.0,4.2374256628863537e-05
1.0,0.0,2.0880468675282293e-05
0.0,0.0,0.004806986370528148
0.0,0.0,0.00023895536920553933
0.0,0.0,0.00022736252776644542
0.0,0.0,8.844801069171834e-09
0.0,0.0,0.004922525867218377
0.0,0.0,2.1956413626803086e-06
0.0,0.0,1.6344217271096007e-07
0.0,0.0,0.04443501008022323
0.0,0.0,1.8382086273092051e-09
0.0,1.0,0.6099935395333863
0.0,0.0,7.199079184946368e-09
0.0,0.0,1.373609160322996e-09
0.0,0.0,2.3958657846314103e-06
0.0,0.0,0.18816080927199774
0.0,0.0,0.0027760702328981546
0.0,0.0,1.0316800599695143e-06
0.0,0.0,0.0014237611060142737
1.0,0.0,0.00926482240001994
0.0,0.0,0.0007259184600882787
0.0,0.0,1.323956242323394e-07
0.0,0.0,1.5007115580470243e-08
0.0,0.0,2.4830174844530216e-05
0.0,0.0,0.00022151092171637934
1.0,1.0,0.6017771364634836
0.0,0.0,6.685661382572686e-07
0.0,0.0,0.08005978616169047
1.0,0.0,1.0581826933956079e-05
0.0,0.0,7.682716546048406e-05
0.0,0.0,0.024348650782908203
0.0,0.0,0.007590499175665788
1.0,0.0,3.1601708068883275e-05
0.0,0.0,1.1764610704197913e-12
0.0,0.0,0.00017256453863402358
1.0,1.0,0.7998875220554644
0.0,0.0,5.897214827415005e-08
0.0,0.0,1.6763664578553761e-06
0.0,0.0,4.272526939500484e-14
0.0,0.0,0.003462678521036721
0.0,0.0,1.000059785759254e-06
1.0,1.0,0.9999980048153634
0.0,0.0,8.695938080883433e-06
0.0,0.0,1.8370570465439715e-06
0.0,1.0,0.8476090609877949
0.0,0.0,1.391839118429745e-09
0.0,0.0,1.0687637990173804e-06
1.0,1.0,0.9855380691288419
0.0,0.0,2.459132240750429e-05
1.0,0.0,0.07003964290799723
0.0,1.0,0.8177857347383649
0.0,0.0,6.4642467626453905e-09
0.0,0.0,4.238764551362873e-12
0.0,0.0,1.4963726518960814e-06
0.0,0.0,4.244999032826518e-07
0.0,0.0,0.0273077224154974
0.0,0.0,4.7003475469149625e-06
0.0,0.0,0.0006900493469417151
0.0,0.0,0.0002275347216644961
0.0,0.0,9.72638142250095e-12
1.0,1.0,0.7214685281775748
0.0,0.0,0.018164238473192422
0.0,0.0,3.055945371323848e-09
0.0,0.0,0.01691001225691595
0.0,0.0,0.000432767782130477
0.0,0.0,3.908034315949782e-07
1.0,0.0,9.446903234236055e-05
0.0,0.0,5.725310279594651e-11
0.0,0.0,6.808911613648114e-09
0.0,0.0,4.9600581725851084e-09
0.0,0.0,7.158736840614636e-05
0.0,0.0,0.0287871062097775
0.0,0.0,8.22138035091865e-05
0.0,0.0,8.680083245123946e-06
0.0,0.0,0.0042747647954531195
0.0,0.0,4.0072183574092756e-07
0.0,0.0,0.0003959780045435716
0.0,0.0,4.5284647163571525e-06
0.0,0.0,0.005831957458228313
0.0,0.0,8.867433558043206e-06
0.0,0.0,3.553170282707347e-07
0.0,0.0,9.389920098978814e-05
1.0,1.0,0.9956469822377989
0.0,0.0,1.2214647536337932e-05
0.0,0.0,0.000477465649100667
0.0,0.0,0.00022371344093292809
0.0,0.0,2.2116671981933528e-09
0.0,0.0,2.7123271081862386e-05
1.0,0.0,9.655541724783715e-15
0.0,0.0,1.1487756926805149e-08
0.0,0.0,3.629340914338673e-14
0.0,0.0,0.02760026560472577
0.0,0.0,4.85056995267597e-05
0.0,0.0,0.00024209839352763805
0.0,0.0,6.755060298300583e-08
0.0,0.0,1.07906392297104e-11
0.0,0.0,2.7396135597484793e-07
1.0,0.0,0.07699980004899845
0.0,0.0,1.0028152155503375e-09
0.0,0.0,0.008804259729117508
0.0,0.0,2.1014458363255163e-10
0.0,0.0,0.0033383875158585225
0.0,0.0,0.02175065862221661
0.0,0.0,1.5929614722040115e-07
0.0,0.0,0.0008284937534944374
0.0,0.0,1.536485803306168e-13
0.0,0.0,5.508635328332905e-05
1.0,0.0,0.12014955425180487
0.0,0.0,0.002874084365836037
1.0,0.0,0.004215786740729891
0.0,0.0,0.00019975953460059798
0.0,0.0,4.602101592682525e-05
0.0,1.0,0.5755550386636091
0.0,0.0,4.4821215731828555e-07
0.0,0.0,1.7895969420139292e-07
1.0,1.0,0.9999999999968903
0.0,0.0,1.6669826767076558e-08
0.0,0.0,0.001466269954931222
0.0,0.0,3.7425560882668504e-05
1.0,1.0,0.786339150868568
0.0,0.0,0.0017978103446526267
0.0,0.0,3.711931500011293e-08
0.0,0.0,5.814861120644308e-13
0.0,0.0,0.0037754141694398566
0.0,0.0,3.018417182360948e-05
0.0,0.0,3.2499586982323107e-09
1.0,0.0,0.00021463391314352143
0.0,0.0,0.006221715035418551
0.0,0.0,6.5325981966144166e-09
1.0,0.0,0.002654911596810201
0.0,0.0,0.0002002883931207972
0.0,0.0,9.339516525311662e-11
0.0,0.0,0.00012108164942124898
1.0,0.0,0.12103093486415455
0.0,0.0,0.00033027713503990934
0.0,0.0,0.0013678229661718477
0.0,0.0,2.0805239656926362e-05
0.0,0.0,0.0067114013173800785
1.0,1.0,0.9419137575054312
0.0,0.0,8.259491133868024e-05
0.0,1.0,0.7562737625298519
0.0,0.0,5.411243111344735e-06
0.0,0.0,0.010442127305851376
1.0,0.0,1.3256298793229264e-05
1.0,1.0,0.9957001102852143
0.0,0.0,0.014722928999070775
0.0,0.0,7.648502346023947e-05
0.0,0.0,1.665237516872567e-06
0.0,0.0,0.0007743942982692931
0.0,0.0,6.934366476574097e-08
1.0,0.0,0.12029647731376673
0.0,0.0,9.859677754042052e-05
0.0,0.0,0.00020410935385925346
0.0,0.0,1.7637807089874212e-07
1.0,1.0,0.9994226605594849
0.0,0.0,0.008958875231187048
0.0,0.0,1.1076645014799262e-07
0.0,0.0,0.0013055168777080807
0.0,0.0,0.1444746794453412
1.0,0.0,0.005140903474693363
0.0,0.0,0.0001953462184141454
0.0,0.0,1.4038342475655489e-08
0.0,0.0,3.614095270766138e-09
1.0,1.0,0.9686549935869883
0.0,0.0,8.813357659426856e-09
0.0,0.0,0.22832141806233922
0.0,0.0,1.5494708613161114e-24
0.0,0.0,6.78448161581247e-05
0.0,0.0,0.05165387762524728
0.0,1.0,0.9936421397326155
1.0,0.0,0.4068654912451133
0.0,0.0,2.112125634542491e-05
1.0,0.0,0.004215786740729891
0.0,0.0,4.219305380946156e-10
0.0,0.0,8.686102011015466e-08
1.0,0.0,0.19880269909610407
0.0,0.0,1.3216873534036475e-07
0.0,0.0,0.0008423766736084093
0.0,0.0,1.232117635959572e-09
0.0,0.0,1.040013469751142e-05
1.0,1.0,0.9999996615399269
0.0,0.0,0.025886505964344612
0.0,0.0,0.00044778147392711984
0.0,0.0,0.0017059760816605343
0.0,0.0,4.365962604012558e-07
0.0,0.0,0.0008705286815794158
0.0,0.0,8.938124254289252e-10
0.0,0.0,2.8517774772089278e-09
0.0,0.0,2.461815766201918e-09
1.0,1.0,0.9901457938508023
0.0,0.0,3.5297112027582887e-07
0.0,0.0,0.0042599491346662485
0.0,0.0,0.2355775618115054
0.0,0.0,0.022385444900592088
0.0,0.0,1.2468678555656063e-06
1.0,1.0,0.9999950297172107
