ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Amount_Spent,Total_Purchases
10755,1976,2n Cycle,Married,23718.0,1.0,0,2013-09-02,76.0,6.0,3,14.0,15.0,7.0,36,3.0,3.0,1,2,7,0.0,0,0,0,0.0,0.0,0.0,50,1.0,81.0,9.0
8595,1973,Graduation,Widow,42429.0,0.0,1,2014-02-11,99.0,55.0,0,6.0,2.0,0.0,4,2.0,1.0,1,3,5,0.0,0,0,0,0.0,0.0,0.0,53,1.0,67.0,7.0
2968,1943,PhD,Divorced,48948.0,0.0,0,2013-02-01,53.0,437.0,8,206.0,160.0,49.0,42,2.0,7.0,10,5,6,1.0,0,0,0,0.0,0.0,1.0,83,0.0,902.0,24.0
8601,1980,Graduation,Married,80011.0,0.0,1,2013-04-29,3.0,421.0,76,536.0,82.0,178.0,102,2.0,8.0,6,5,4,0.0,0,0,0,0.0,0.0,0.0,46,1.0,1395.0,21.0
503,1985,Master,Married,20559.0,0.0,0,2013-03-12,88.0,13.0,1,29.0,3.0,0.0,7,2.0,2.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,41,0.0,53.0,7.0
8430,1957,Graduation,Together,21994.0,0.0,1,2012-12-24,4.0,9.0,0,6.0,3.0,1.0,3,1.0,0.0,0,3,5,0.0,0,0,0,0.0,0.0,0.0,69,1.0,22.0,4.0
7281,1959,PhD,Single,51342.0,0.0,0,2013-11-05,80.0,81.0,11,50.0,3.0,2.0,39,1.0,1.0,3,4,2,0.0,0,0,0,0.0,0.0,0.0,67,0.0,186.0,9.0
2139,1975,Master,Married,7500.0,0.0,0,2013-10-02,19.0,3.0,1,10.0,3.0,2.0,12,2.0,2.0,0,3,5,0.0,0,0,0,0.0,0.0,0.0,51,0.0,31.0,7.0
1371,1976,Graduation,Single,79941.0,0.0,0,2014-06-28,72.0,123.0,164,266.0,227.0,30.0,174,1.0,2.0,4,9,1,0.0,0,0,0,0.0,0.0,0.0,50,0.0,984.0,16.0
9909,1996,2n Cycle,Married,7500.0,0.0,0,2012-11-09,24.0,3.0,18,14.0,15.0,22.0,50,3.0,3.0,1,3,9,0.0,0,0,0,0.0,0.0,1.0,30,0.0,122.0,10.0
7286,1968,Graduation,Together,41728.0,1.0,0,2013-05-24,92.0,13.0,6,15.0,3.0,5.0,13,1.0,2.0,0,2,10,0.0,0,0,0,0.0,0.0,0.0,58,1.0,55.0,5.0
7244,1951,Graduation,Single,51342.0,0.0,1,2014-01-01,96.0,48.0,5,48.0,6.0,10.0,7,2.0,2.0,1,4,6,0.0,0,0,0,0.0,0.0,0.0,75,1.0,124.0,9.0
6566,1954,PhD,Married,72550.0,0.0,1,2012-11-08,39.0,826.0,50,317.0,50.0,38.0,38,2.0,5.0,2,12,8,0.0,0,0,0,0.0,0.0,0.0,72,1.0,1319.0,21.0
8614,1957,Graduation,Widow,65486.0,0.0,1,2014-05-12,29.0,245.0,19,125.0,37.0,67.0,14,1.0,4.0,2,10,2,0.0,0,0,0,0.0,0.0,0.0,69,1.0,507.0,17.0
4114,1964,Master,Married,79143.0,0.0,0,2012-08-11,2.0,650.0,37,780.0,27.0,167.0,32,2.0,6.0,9,13,3,0.0,0,0,0,0.0,0.0,0.0,62,0.0,1693.0,30.0
1331,1977,Graduation,Single,35790.0,1.0,0,2013-01-02,54.0,12.0,6,20.0,30.0,1.0,3,2.0,2.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,49,1.0,72.0,7.0
2225,1977,Graduation,Divorced,82582.0,0.0,0,2014-06-07,54.0,510.0,120,550.0,156.0,40.0,241,1.0,4.0,9,7,1,1.0,0,0,1,0.0,0.0,1.0,49,0.0,1617.0,21.0
9381,1978,Graduation,Married,66373.0,0.0,1,2013-06-12,57.0,328.0,9,124.0,12.0,24.0,109,7.0,4.0,2,10,3,0.0,0,0,0,0.0,0.0,0.0,48,1.0,606.0,23.0
6260,1955,Master,Together,82384.0,0.0,0,2012-11-19,55.0,984.0,51,432.0,180.0,120.0,190,1.0,3.0,10,13,1,0.0,0,1,0,0.0,0.0,1.0,71,0.0,1957.0,27.0
10383,1966,Graduation,Divorced,70287.0,0.0,0,2013-04-02,30.0,295.0,35,66.0,12.0,8.0,40,2.0,5.0,5,10,3,0.0,0,0,0,0.0,0.0,1.0,60,0.0,456.0,22.0
7437,1988,Graduation,Single,27938.0,1.0,0,2014-04-28,31.0,13.0,0,8.0,2.0,1.0,5,1.0,1.0,0,4,3,0.0,0,0,0,0.0,0.0,0.0,38,1.0,29.0,6.0
8557,1982,Graduation,Single,51342.0,0.0,0,2013-06-17,57.0,11.0,3,22.0,2.0,2.0,6,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,44,0.0,46.0,7.0
8375,1968,PhD,Married,55954.0,0.0,1,2014-03-03,63.0,447.0,0,28.0,0.0,0.0,43,3.0,8.0,2,6,7,0.0,0,0,0,0.0,0.0,0.0,58,1.0,518.0,19.0
6853,1982,Master,Single,75777.0,0.0,0,2013-07-04,12.0,712.0,26,538.0,69.0,13.0,80,1.0,3.0,6,11,1,0.0,1,1,0,0.0,0.0,1.0,44,0.0,1438.0,21.0
3076,1975,Graduation,Together,66653.0,1.0,1,2012-09-07,18.0,452.0,18,102.0,16.0,18.0,6,4.0,4.0,2,12,3,0.0,0,0,0,0.0,0.0,0.0,51,2.0,612.0,22.0
1012,1952,Graduation,Single,61823.0,0.0,1,2013-02-18,26.0,523.0,7,134.0,37.0,14.0,169,4.0,8.0,2,10,7,0.0,0,0,0,0.0,0.0,0.0,74,1.0,884.0,24.0
6518,1951,PhD,Widow,67680.0,0.0,1,2013-06-11,8.0,546.0,0,48.0,0.0,6.0,6,1.0,7.0,3,8,5,0.0,0,0,0,0.0,0.0,0.0,75,1.0,606.0,19.0
4137,1948,Graduation,Together,70666.0,0.0,0,2013-12-06,29.0,398.0,40,367.0,119.0,122.0,30,1.0,7.0,4,4,4,0.0,0,0,0,0.0,0.0,0.0,78,0.0,1076.0,16.0
8082,1971,Graduation,Married,25721.0,0.0,0,2013-05-21,75.0,1.0,3,6.0,3.0,6.0,15,2.0,1.0,1,2,7,0.0,0,0,0,0.0,0.0,1.0,55,0.0,34.0,6.0
1386,1967,Graduation,Together,32474.0,1.0,1,2014-05-11,0.0,10.0,0,1.0,0.0,0.0,0,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,59,2.0,11.0,4.0
9369,1979,2n Cycle,Single,88194.0,0.0,1,2014-03-19,19.0,688.0,14,309.0,201.0,24.0,38,2.0,11.0,10,10,5,0.0,0,0,1,0.0,0.0,1.0,47,1.0,1274.0,33.0
4477,1958,Graduation,Together,69096.0,0.0,1,2013-09-27,4.0,247.0,49,159.0,7.0,82.0,109,1.0,5.0,2,10,4,0.0,0,0,0,0.0,0.0,0.0,68,1.0,653.0,18.0
1357,1970,Graduation,Together,74854.0,0.0,2,2013-04-08,90.0,856.0,59,487.0,58.0,29.0,73,2.0,2.0,5,5,5,0.0,0,0,0,0.0,0.0,0.0,56,2.0,1562.0,14.0
1402,1954,Master,Married,66991.0,0.0,0,2012-09-11,1.0,496.0,36,460.0,189.0,8.0,12,2.0,4.0,8,6,3,0.0,0,0,0,0.0,0.0,0.0,72,0.0,1201.0,20.0
10629,1973,2n Cycle,Married,51342.0,0.0,0,2012-09-14,25.0,25.0,3,43.0,17.0,4.0,17,3.0,3.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,53,0.0,109.0,9.0
6312,1959,Graduation,Married,65031.0,0.0,1,2013-03-17,29.0,258.0,107,291.0,84.0,37.0,86,4.0,10.0,3,13,7,0.0,0,0,0,0.0,0.0,0.0,67,1.0,863.0,30.0
8132,1975,PhD,Married,60631.0,0.0,1,2013-04-05,88.0,565.0,6,65.0,0.0,6.0,19,2.0,9.0,2,8,7,0.0,1,0,0,0.0,0.0,0.0,51,1.0,661.0,21.0
1050,1952,Graduation,Married,28332.0,0.0,0,2014-04-30,58.0,14.0,10,13.0,4.0,15.0,9,1.0,2.0,1,4,2,0.0,0,0,0,0.0,0.0,0.0,74,0.0,65.0,8.0
5846,1977,Graduation,Divorced,40246.0,1.0,0,2012-12-19,68.0,2.0,1,6.0,2.0,1.0,1,1.0,1.0,0,2,6,0.0,0,0,0,0.0,0.0,0.0,49,1.0,13.0,4.0
1859,1972,Master,Married,75251.0,0.0,0,2012-08-27,34.0,721.0,111,925.0,97.0,18.0,18,1.0,7.0,6,5,5,0.0,0,0,0,0.0,0.0,1.0,54,0.0,1890.0,19.0
7503,1976,Graduation,Single,75825.0,0.0,0,2012-10-12,40.0,1032.0,105,779.0,137.0,105.0,51,0.0,5.0,8,9,4,1.0,0,0,0,0.0,0.0,1.0,50,0.0,2209.0,22.0
10401,1976,2n Cycle,Together,26326.0,0.0,0,2013-09-04,12.0,1.0,0,5.0,0.0,3.0,9,1.0,0.0,0,3,3,0.0,0,0,0,0.0,0.0,0.0,50,0.0,18.0,4.0
1618,1965,Graduation,Together,56046.0,0.0,0,2013-01-02,9.0,577.0,0,64.0,0.0,0.0,51,2.0,10.0,1,8,8,1.0,0,0,0,0.0,0.0,1.0,61,0.0,692.0,21.0
3332,1985,Graduation,Single,29760.0,1.0,0,2012-08-29,87.0,64.0,4,68.0,7.0,5.0,17,4.0,3.0,1,4,8,0.0,0,0,0,0.0,0.0,0.0,41,1.0,165.0,12.0
2261,1969,Graduation,Married,26304.0,0.0,0,2013-06-23,5.0,4.0,1,5.0,2.0,0.0,4,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,57,0.0,16.0,4.0
5346,1973,2n Cycle,Married,23559.0,1.0,0,2013-07-03,87.0,25.0,5,19.0,7.0,0.0,23,3.0,3.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,53,1.0,79.0,9.0
4119,1963,Master,Together,38620.0,0.0,0,2013-05-11,56.0,112.0,17,44.0,34.0,22.0,89,1.0,2.0,5,3,3,0.0,0,0,0,0.0,0.0,0.0,63,0.0,318.0,11.0
535,1987,Graduation,Divorced,81361.0,0.0,0,2014-02-25,18.0,163.0,23,424.0,27.0,65.0,76,1.0,3.0,10,13,1,0.0,0,0,0,0.0,0.0,0.0,39,0.0,778.0,27.0
5268,1960,Graduation,Married,29440.0,1.0,1,2013-08-11,95.0,17.0,8,14.0,10.0,4.0,3,2.0,1.0,0,4,7,0.0,0,0,0,0.0,0.0,0.0,66,2.0,56.0,7.0
273,1970,Master,Married,36138.0,0.0,1,2013-07-16,48.0,130.0,0,16.0,0.0,0.0,5,5.0,3.0,1,4,7,0.0,1,0,0,0.0,0.0,0.0,56,1.0,151.0,13.0
4452,1957,Graduation,Single,50388.0,0.0,1,2014-05-28,3.0,292.0,6,37.0,0.0,3.0,34,4.0,6.0,1,6,7,0.0,1,0,1,0.0,0.0,1.0,69,1.0,372.0,17.0
8504,1973,Graduation,Married,79593.0,0.0,0,2014-05-12,70.0,350.0,60,568.0,110.0,133.0,145,1.0,5.0,6,7,2,0.0,0,1,0,0.0,0.0,0.0,53,0.0,1366.0,19.0
771,1967,Graduation,Together,54178.0,0.0,1,2014-01-21,79.0,135.0,9,39.0,4.0,0.0,7,1.0,2.0,2,5,2,0.0,0,0,0,0.0,0.0,0.0,59,1.0,194.0,10.0
8996,1957,PhD,Married,51342.0,2.0,1,2012-11-19,4.0,230.0,42,192.0,49.0,37.0,53,12.0,7.0,2,8,9,0.0,0,0,0,0.0,0.0,0.0,69,3.0,603.0,29.0
9235,1957,Graduation,Single,51342.0,0.0,1,2014-05-27,45.0,7.0,0,8.0,2.0,0.0,1,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,69,1.0,18.0,4.0
5798,1973,Master,Together,51342.0,0.0,0,2013-11-23,87.0,445.0,37,359.0,98.0,28.0,18,1.0,2.0,4,8,1,0.0,0,0,0,0.0,0.0,0.0,53,0.0,985.0,15.0
11178,1972,Master,Single,42394.0,1.0,0,2014-03-23,69.0,15.0,2,10.0,0.0,1.0,4,1.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,54,1.0,32.0,5.0
2230,1970,PhD,Married,23626.0,1.0,0,2014-05-24,84.0,27.0,2,14.0,0.0,0.0,0,3.0,3.0,1,3,5,0.0,0,0,0,0.0,0.0,0.0,56,1.0,43.0,10.0
7516,1983,Graduation,Married,30096.0,1.0,0,2014-05-22,30.0,5.0,3,11.0,12.0,5.0,9,1.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,43,1.0,45.0,6.0
7247,1960,Graduation,Widow,47916.0,0.0,1,2012-11-22,72.0,505.0,0,66.0,12.0,8.0,75,2.0,7.0,4,6,6,0.0,1,0,0,0.0,0.0,0.0,66,1.0,666.0,19.0
11100,1972,Graduation,Divorced,51813.0,1.0,1,2013-04-11,37.0,51.0,2,7.0,0.0,1.0,2,2.0,2.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,54,2.0,63.0,7.0
4646,1951,2n Cycle,Married,78497.0,0.0,0,2013-12-01,44.0,207.0,26,447.0,75.0,0.0,223,1.0,5.0,7,12,2,0.0,0,0,1,0.0,0.0,0.0,75,0.0,978.0,25.0
3037,1983,PhD,Married,50150.0,0.0,0,2013-06-20,32.0,135.0,46,92.0,65.0,61.0,11,2.0,5.0,2,7,5,0.0,0,0,0,0.0,0.0,0.0,43,0.0,410.0,16.0
1473,1960,2n Cycle,Single,47823.0,0.0,1,2013-07-23,0.0,53.0,1,66.0,12.0,8.0,10,2.0,2.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,66,1.0,150.0,7.0
1016,1959,PhD,Single,34554.0,0.0,1,2014-03-30,43.0,41.0,1,6.0,2.0,0.0,5,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,67,1.0,55.0,7.0
4518,1979,Graduation,Together,85693.0,0.0,1,2013-04-20,59.0,386.0,172,183.0,185.0,132.0,111,2.0,9.0,5,11,5,0.0,0,0,0,0.0,0.0,0.0,47,1.0,1169.0,27.0
9370,1945,PhD,Married,65846.0,0.0,0,2013-05-17,68.0,562.0,81,276.0,80.0,40.0,81,1.0,6.0,3,6,4,0.0,0,0,0,0.0,0.0,0.0,81,0.0,1120.0,16.0
8908,1959,Graduation,Married,87195.0,0.0,0,2014-05-08,35.0,217.0,76,690.0,50.0,26.0,38,1.0,3.0,11,5,1,0.0,0,0,0,0.0,0.0,1.0,67,0.0,1097.0,20.0
8373,1979,Basic,Together,24594.0,0.0,0,2013-12-10,94.0,1.0,3,6.0,10.0,0.0,9,1.0,1.0,0,3,5,0.0,0,0,0,0.0,0.0,0.0,47,0.0,29.0,5.0
7533,1964,Graduation,Married,49096.0,1.0,1,2013-09-24,15.0,144.0,1,32.0,2.0,1.0,7,4.0,4.0,1,4,7,0.0,0,0,0,0.0,0.0,0.0,62,2.0,187.0,13.0
2683,1969,Graduation,Married,52413.0,0.0,2,2013-02-02,56.0,295.0,106,271.0,75.0,98.0,65,4.0,6.0,4,12,6,0.0,0,0,0,0.0,0.0,0.0,57,2.0,910.0,26.0
3629,1978,Graduation,Single,38557.0,1.0,0,2012-12-19,17.0,76.0,3,31.0,4.0,4.0,27,2.0,3.0,1,3,7,0.0,0,0,0,0.0,0.0,0.0,48,1.0,145.0,9.0
10991,1960,Master,Married,89058.0,0.0,0,2012-12-07,18.0,454.0,194,106.0,31.0,22.0,43,2.0,5.0,4,4,2,0.0,0,0,0,0.0,0.0,0.0,66,0.0,850.0,15.0
5077,1979,Graduation,Together,77298.0,0.0,1,2013-11-02,46.0,425.0,115,292.0,23.0,35.0,79,1.0,6.0,6,11,3,0.0,0,0,0,0.0,0.0,0.0,47,1.0,969.0,24.0
7431,1991,PhD,Single,68126.0,0.0,0,2012-11-10,40.0,1332.0,17,66.0,23.0,8.0,86,2.0,7.0,4,5,9,0.0,1,0,0,0.0,0.0,1.0,35,0.0,1532.0,18.0
3267,1963,Master,Together,57288.0,0.0,1,2014-06-25,27.0,527.0,0,21.0,0.0,0.0,60,3.0,8.0,1,8,6,0.0,1,0,0,0.0,0.0,0.0,63,1.0,608.0,20.0
999,1991,Graduation,Single,86037.0,0.0,0,2013-01-02,95.0,490.0,44,125.0,29.0,20.0,22,1.0,6.0,7,11,3,0.0,1,1,0,0.0,0.0,1.0,35,0.0,730.0,25.0
9215,1980,PhD,Married,43974.0,1.0,0,2012-12-12,19.0,378.0,0,101.0,0.0,0.0,72,5.0,6.0,4,6,7,0.0,0,0,0,0.0,0.0,0.0,46,1.0,551.0,21.0
2286,1962,Graduation,Single,50785.0,0.0,1,2013-09-10,27.0,64.0,1,21.0,0.0,1.0,27,2.0,2.0,1,3,6,0.0,0,0,0,0.0,0.0,0.0,64,1.0,114.0,8.0
1592,1970,Graduation,Married,90765.0,0.0,0,2014-01-24,25.0,547.0,99,812.0,151.0,82.0,33,0.0,4.0,6,5,1,0.0,0,1,1,0.0,0.0,0.0,56,0.0,1724.0,15.0
367,1978,2n Cycle,Married,36550.0,1.0,0,2013-02-19,74.0,47.0,90,94.0,123.0,103.0,120,5.0,9.0,1,5,9,0.0,0,0,0,0.0,0.0,0.0,48,1.0,577.0,20.0
5234,1967,2n Cycle,Together,30753.0,0.0,1,2013-07-11,85.0,12.0,5,25.0,0.0,9.0,30,2.0,1.0,1,3,5,0.0,0,0,0,0.0,0.0,0.0,59,1.0,81.0,7.0
9862,1969,Graduation,Together,21918.0,1.0,0,2013-11-14,37.0,1.0,6,7.0,11.0,5.0,3,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,57,1.0,33.0,7.0
9805,1953,Master,Together,56129.0,0.0,1,2013-06-20,65.0,320.0,48,133.0,39.0,72.0,48,2.0,6.0,2,10,4,0.0,0,0,0,0.0,0.0,0.0,73,1.0,660.0,20.0
6205,1967,Master,Single,32557.0,0.0,0,2014-02-24,13.0,34.0,3,29.0,0.0,4.0,10,3.0,2.0,1,3,5,0.0,0,0,0,0.0,0.0,1.0,59,0.0,80.0,9.0
8442,1985,Master,Married,19510.0,2.0,0,2013-09-04,63.0,9.0,0,7.0,3.0,4.0,7,2.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,41,2.0,30.0,6.0
7386,1976,Graduation,Divorced,30992.0,0.0,0,2013-04-22,83.0,17.0,0,14.0,7.0,3.0,2,1.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,50,0.0,43.0,5.0
7215,1983,Graduation,Single,101970.0,0.0,0,2013-03-12,69.0,722.0,27,102.0,44.0,72.0,168,2.0,6.0,8,13,2,0.0,1,1,1,0.0,0.0,1.0,43,0.0,1135.0,29.0
1491,1965,2n Cycle,Together,71488.0,0.0,0,2013-02-18,87.0,162.0,33,124.0,40.0,28.0,172,2.0,3.0,4,7,1,0.0,0,0,0,0.0,0.0,0.0,61,0.0,559.0,16.0
11071,1984,Graduation,Single,79607.0,0.0,0,2013-04-21,37.0,450.0,133,951.0,173.0,0.0,216,1.0,3.0,6,6,1,0.0,0,0,0,0.0,0.0,1.0,42,0.0,1923.0,16.0
